Date	ADBE	CAT	DELL	INTC	MU	NVDA	PG	TEAM	WM
2024-05-08	-0.24162401	0.02808632	0.55019959	0.02462050	0.48026880	0.58078403	-0.03875130	-0.19032606	-0.03554327
2024-05-09	-0.23339783	0.02256048	0.54045203	0.01628557	0.48229878	0.58339666	-0.04110570	-0.19015135	-0.03326864
2024-05-10	-0.23595955	0.02420222	0.53597963	0.00529574	0.48718018	0.58277556	-0.04240354	-0.19445430	-0.03387476
2024-05-13	-0.23666605	0.02447232	0.53499642	0.00475381	0.48820045	0.58309125	-0.04216788	-0.19505608	-0.03435770
2024-05-14	-0.23589861	0.02469204	0.52776355	0.00894452	0.48576483	0.57827464	-0.04120674	-0.19178039	-0.03490460
2024-05-15	-0.23620595	0.02696863	0.52349713	0.01312473	0.48702630	0.57963703	-0.04117473	-0.18880875	-0.03463506
2024-05-16	-0.23220057	0.02636139	0.52232281	0.01242550	0.48522859	0.57919197	-0.04161725	-0.18315941	-0.03456197
2024-05-17	-0.23225708	0.02057450	0.51464750	0.01182373	0.49376865	0.58869701	-0.04033062	-0.17997674	-0.02981991
2024-05-20	-0.23598753	0.00466196	0.51569792	0.05882374	0.48240751	0.58720254	-0.02429906	-0.18054724	-0.02888083
2024-05-21	-0.24397173	0.00487987	0.50456754	0.04732635	0.48949735	0.58881665	-0.01998531	-0.17169000	-0.02504933
2024-05-22	-0.24338430	0.00418215	0.49762027	0.05652318	0.48927170	0.58805386	-0.02024931	-0.16541533	-0.02552532
2024-05-23	-0.24190743	0.00401202	0.50520642	0.06227114	0.48712395	0.58705984	-0.02453718	-0.15656158	-0.02708628
2024-05-24	-0.24571231	0.00099623	0.51008495	0.06770671	0.48861111	0.58666850	-0.02482044	-0.16245960	-0.02784025
2024-05-28	-0.24610865	0.00100222	0.50943018	0.06667943	0.48835674	0.58645776	-0.02469724	-0.16217240	-0.02786232
2024-05-29	-0.24849094	0.00573742	0.46376009	0.07777939	0.48776456	0.58055028	-0.02224096	-0.17147792	-0.02469443
2024-05-30	-0.27807900	-0.00286865	0.39701847	0.14462848	0.42668704	0.55593050	-0.01636126	-0.18506376	-0.01960426
2024-05-31	-0.27923949	0.01446371	0.54179100	0.11974025	0.42674147	0.54075322	-0.01251052	-0.15990818	-0.02517225
2024-06-03	-0.28372143	0.01144603	0.55686397	0.11969509	0.42021777	0.52263840	-0.01128288	-0.17425144	-0.02349041
2024-06-04	-0.28517348	0.01289326	0.54211110	0.11959594	0.41897784	0.52222944	-0.01288207	-0.17246633	-0.02361807
2024-06-05	-0.28422538	0.00798775	0.52562743	0.12005978	0.42281538	0.52178759	-0.01376304	-0.18066878	-0.02288483
2024-06-06	-0.29665956	0.01470254	0.51910026	0.11726474	0.41968667	0.52543385	-0.03456773	-0.20193506	-0.02505938
2024-06-07	-0.29844846	0.01411646	0.52528303	0.11530758	0.41972878	0.52579267	-0.03271803	-0.20302469	-0.02175724
2024-06-10	-0.29808905	0.01455670	0.52536904	0.11403244	0.41901303	0.52686999	-0.03272332	-0.20244463	-0.02184261
2024-06-11	-0.28759066	0.01292103	0.54588946	0.13160828	0.42772600	0.53699088	-0.03267905	-0.19267880	-0.02445042
2024-06-12	-0.28373460	0.02109639	0.56284115	0.14026907	0.41486619	0.53712369	-0.03021695	-0.18429364	-0.01662484
2024-06-13	-0.28181685	0.02269800	0.56489721	0.13061101	0.41596676	0.53643958	-0.02408749	-0.21981901	-0.01629917
2024-06-14	-0.31036305	0.02296831	0.56643437	0.12697218	0.41829564	0.54096506	-0.02202110	-0.21233616	-0.01278465
2024-06-17	-0.28422065	-0.01302890	0.54042191	0.13035885	0.41701748	0.51990731	-0.01721479	-0.24743692	-0.00142813
2024-06-18	-0.28026437	-0.01228308	0.54676181	0.13237679	0.42201114	0.52197608	-0.01606062	-0.24556904	-0.00372525
2024-06-20	-0.27392924	-0.01231756	0.55062859	0.13520689	0.42090667	0.52115550	-0.01538429	-0.24406564	-0.00078094
2024-06-21	-0.27364348	-0.00755323	0.55577342	0.13746341	0.42481726	0.52452179	-0.01527106	-0.24693414	-0.00271014
2024-06-24	-0.27326601	-0.00372456	0.55447314	0.13758669	0.41124117	0.52195378	-0.01522035	-0.23727088	-0.00212630
2024-06-25	-0.26151995	-0.00230091	0.56046063	0.13370738	0.40766667	0.51378346	-0.01339160	-0.24580217	-0.00846001
2024-06-26	-0.26468633	-0.00418332	0.56225370	0.13484928	0.40784454	0.51683974	-0.01474499	-0.26074914	-0.00968851
2024-06-27	-0.24743977	-0.00343828	0.56028868	0.13817231	0.37158724	0.50290358	-0.01524217	-0.25917600	-0.00768651
2024-06-28	-0.25730316	-0.00849835	0.56898299	0.14132302	0.38096743	0.49551053	-0.01297611	-0.26620146	-0.00859358
2024-07-01	-0.25434079	-0.00700499	0.56073530	0.14329464	0.38497258	0.50313726	-0.00904869	-0.26955946	-0.00434318
2024-07-02	-0.25152354	-0.00837905	0.56149140	0.14640971	0.38514707	0.49590842	-0.00829018	-0.26332845	-0.00528352
2024-07-03	-0.25641314	-0.00998763	0.53446140	0.15020513	0.39022249	0.49874624	-0.01021900	-0.25932196	-0.01004546
2024-07-05	-0.25695978	-0.01033229	0.52899458	0.16142130	0.38556065	0.48341577	-0.01205688	-0.25204822	-0.00785506
2024-07-08	-0.25945168	-0.01396265	0.54682937	0.18763687	0.36686537	0.47719726	-0.01157843	-0.27861894	-0.00701447
2024-07-09	-0.24812643	-0.01121623	0.55124039	0.18518383	0.36447219	0.46343200	-0.00840056	-0.27156639	-0.00527385
2024-07-10	-0.24840916	-0.00996938	0.55446954	0.18159874	0.36553778	0.45972324	-0.00931888	-0.27400605	-0.00768517
2024-07-11	-0.26066868	-0.00755779	0.55575741	0.18324801	0.37822025	0.45911519	-0.01054401	-0.27880918	-0.01155526
2024-07-12	-0.25958404	-0.01017699	0.55815386	0.18253852	0.36199162	0.45798060	-0.00648894	-0.25228264	-0.01138627
2024-07-15	-0.26968941	-0.02693138	0.57847317	0.17053487	0.38984010	0.46736687	-0.00327886	-0.24148448	-0.02210255
2024-07-16	-0.27386049	-0.03200797	0.57280437	0.17013018	0.38616451	0.45795623	-0.00557619	-0.25005065	-0.02011724
2024-07-17	-0.28853263	-0.03674418	0.55606416	0.14116149	0.39147504	0.44469124	-0.00832906	-0.24155148	-0.03041418
2024-07-18	-0.28890754	-0.03580898	0.55612936	0.14207974	0.38994439	0.44592335	-0.00835218	-0.24111073	-0.03069134
2024-07-19	-0.28798961	-0.04061728	0.55849341	0.13702521	0.38844966	0.44060545	-0.00660355	-0.23754742	-0.03036440
2024-07-22	-0.30584271	-0.03702268	0.56413769	0.15112124	0.43261320	0.44747947	-0.00791273	-0.24850291	-0.03667965
2024-07-23	-0.31012672	-0.03973266	0.54832095	0.15255954	0.43415453	0.44666857	-0.00438700	-0.24774807	-0.03763484
2024-07-24	-0.30348355	-0.04071338	0.56300686	0.15477073	0.42562022	0.44650197	-0.01320174	-0.23792982	-0.03807726
2024-07-25	-0.30625628	-0.04686756	0.56596436	0.15711621	0.42898346	0.44548754	-0.01279314	-0.23757902	-0.02009617
2024-07-26	-0.30305509	-0.03829629	0.56130198	0.15421834	0.43058864	0.45151695	-0.00965097	-0.23370262	-0.01384271
2024-07-29	-0.30301796	-0.03802574	0.55817848	0.16145981	0.43005327	0.45202245	-0.00925573	-0.23602109	-0.01559567
2024-07-30	-0.30254301	-0.03599197	0.55072748	0.16085613	0.43221748	0.45635745	-0.00912574	-0.23186975	-0.01589754
2024-07-31	-0.29358861	-0.03666083	0.53169997	0.14908355	0.44135271	0.48269696	-0.01523966	-0.23638659	-0.01824486
2024-08-01	-0.29630357	-0.03891242	0.54019471	0.13430069	0.42478030	0.48766361	-0.01719570	-0.22834815	-0.01232091
2024-08-02	-0.29830535	-0.03590922	0.54317799	0.05861645	0.41326042	0.49693508	-0.01496857	-0.27848220	-0.00824881
2024-08-05	-0.30696175	-0.01078805	0.47451171	0.02289840	0.42519104	0.45011497	-0.01139112	-0.28928122	-0.04759764
2024-08-06	-0.30625061	-0.02151995	0.49366613	0.01851087	0.43268426	0.44674707	-0.01192008	-0.28841144	-0.04765325
2024-08-07	-0.27685647	-0.02275273	0.55675353	0.01140803	0.44693109	0.46629267	-0.02249844	-0.26212671	-0.05747876
2024-08-08	-0.27580453	-0.02164145	0.55725806	0.01994485	0.45366628	0.46869850	-0.02400019	-0.26301551	-0.05736282
2024-08-09	-0.32337596	-0.00690594	0.63102697	0.04903544	0.53784761	0.57629941	-0.02039171	-0.32356493	-0.08240317
2024-08-12	-0.31362280	-0.01923180	0.62405938	0.06432583	0.53090594	0.57979562	-0.01045716	-0.31441248	-0.07661116
2024-08-13	-0.32274446	-0.04304039	0.61179072	0.03154527	0.55624781	0.56007962	0.00362924	-0.32445187	-0.09158881
2024-08-14	-0.32847479	-0.04987927	0.60089712	0.04328927	0.54505280	0.55984712	0.00395231	-0.32292434	-0.05288695
2024-08-15	-0.32413812	-0.04486494	0.60909729	0.04439735	0.55380758	0.55362654	0.00098470	-0.32108472	-0.05204201
2024-08-16	-0.30876181	-0.05782843	0.64322383	0.06595477	0.56534416	0.55260621	-0.00646656	-0.31752031	-0.04974973
2024-08-19	-0.38482462	-0.04813668	0.69950914	0.07712726	0.57191408	0.55130830	-0.00906693	-0.33995611	-0.04057836
2024-08-20	-0.38241026	-0.05444331	0.70011181	0.08386224	0.57372113	0.55407719	-0.01094283	-0.33508840	-0.04514938
2024-08-21	-0.38191184	-0.05327117	0.70029568	0.08552924	0.57392657	0.55348646	-0.01202785	-0.33417405	-0.04399689
2024-08-22	-0.34901029	-0.05388758	0.69889853	0.12009735	0.58622791	0.47390664	-0.01405201	-0.33180807	-0.05483319
2024-08-23	-0.32547791	-0.05587844	0.73569247	0.13686939	0.61290548	0.47688065	-0.01417310	-0.34101606	-0.05286435
2024-08-26	-0.34702569	-0.06541438	0.72203223	0.12509556	0.60549072	0.48671897	-0.01111945	-0.36883377	-0.05440203
2024-08-27	-0.35042737	-0.06516611	0.72302825	0.12470227	0.61582668	0.48876190	-0.01056991	-0.37035079	-0.05360104
2024-08-28	-0.34599011	-0.05455755	0.71002101	0.12470426	0.62804116	0.48689226	-0.01416176	-0.36538186	-0.05447799
2024-08-29	-0.33278571	-0.05927822	0.72310689	0.16107544	0.66839984	0.44842234	0.00081905	-0.33230081	-0.04290946
2024-08-30	-0.33868160	-0.06049984	0.58022262	0.16423003	0.65993966	0.45104577	0.00060238	-0.33394521	-0.04452685
2024-09-03	-0.32931233	-0.07222306	0.63296373	0.11925269	0.66415840	0.41797409	-0.00145231	-0.32596090	-0.04760107
2024-09-04	-0.32135772	-0.06858421	0.63970115	0.14404574	0.65912099	0.35670872	0.00589832	-0.30561582	-0.04909142
2024-09-05	-0.29881367	-0.06877919	0.67311293	0.14646188	0.66896490	0.33130983	0.01720961	-0.29025758	-0.05052421
2024-09-06	-0.30611730	-0.07105258	0.68112713	0.12780011	0.66209451	0.32715925	0.01808873	-0.30270361	-0.03901950
2024-09-09	-0.31897110	-0.07341994	0.67056421	0.07923603	0.66138551	0.30643744	0.01843599	-0.28001470	-0.03061917
2024-09-10	-0.31080251	-0.07525610	0.69564348	0.09494279	0.65737248	0.31440030	0.01739098	-0.25065877	-0.02953007
2024-09-11	-0.30382248	-0.07504811	0.64099008	0.10313530	0.65117916	0.32582199	0.01302945	-0.23612273	-0.03166426
2024-09-12	-0.30619839	-0.07780816	0.64174097	0.10829476	0.66193382	0.32678741	0.01354640	-0.22783765	-0.03346212
2024-09-13	-0.34114450	-0.06799813	0.63441870	0.13572690	0.66493149	0.28286029	0.01490109	-0.23215823	-0.03054529
2024-09-16	-0.28273653	-0.07535084	0.61993439	0.11210994	0.66078686	0.27204342	0.01044950	-0.22030328	-0.03050834
2024-09-17	-0.28147263	-0.07633865	0.61924355	0.11178447	0.66065958	0.27189642	0.00936369	-0.21909570	-0.02737230
2024-09-18	-0.25448042	-0.09324877	0.66690994	0.11208958	0.68533583	0.26078851	0.01183803	-0.20542856	-0.02739511
2024-09-19	-0.26451327	-0.11275468	0.67818587	0.12291597	0.69494341	0.26543382	0.01152213	-0.20623834	-0.03210302
2024-09-20	-0.26070055	-0.12896285	0.67447543	0.14535136	0.53312796	0.25952892	0.01126284	-0.22223128	-0.02903986
2024-09-23	-0.25864594	-0.12941577	0.67384634	0.17438380	0.55781771	0.26951022	0.00325716	-0.22435167	-0.02719550
2024-09-24	-0.27713988	-0.15335619	0.68071631	0.21157878	0.47169865	0.22938737	0.01049933	-0.22571220	-0.02919814
2024-09-25	-0.27758363	-0.15197246	0.68674648	0.21688087	0.48102657	0.22286311	0.01031542	-0.22899034	-0.02851446
2024-09-26	-0.27035736	-0.16625040	0.66742567	0.22564715	0.42690672	0.22223293	0.00780310	-0.22516603	-0.01878942
2024-09-27	-0.26828157	-0.16609622	0.66371681	0.22715880	0.42578226	0.23186792	0.00804199	-0.22873539	-0.01855142
2024-09-30	-0.26421614	-0.16951006	0.64444010	0.22359608	0.40678718	0.25241676	0.00944476	-0.22304562	-0.02349733
2024-10-01	-0.27534247	-0.16347477	0.63258410	0.23285165	0.41114694	0.25284120	0.00885645	-0.19224157	-0.02655106
2024-10-02	-0.27384537	-0.16203103	0.59426832	0.24304801	0.38672040	0.25539752	0.01385297	-0.19778582	-0.02714882
2024-10-03	-0.28018668	-0.16432285	0.60564772	0.24878090	0.38770647	0.25823706	0.01211859	-0.19712689	-0.03080004
2024-10-04	-0.28827454	-0.15840237	0.61101383	0.23568954	0.38238990	0.25513254	0.01294357	-0.19508479	-0.03807588
2024-10-07	-0.31901854	-0.13537668	0.58875706	0.24729450	0.38946237	0.27801416	0.01062623	-0.19196780	-0.05822912
2024-10-08	-0.31521017	-0.08817977	0.58265928	0.19168049	0.41487027	0.29098326	0.00885600	-0.18208451	-0.07842794
2024-10-09	-0.31795911	-0.08643437	0.57794490	0.18418065	0.40264030	0.28231425	0.00898435	-0.17449182	-0.07744930
2024-10-10	-0.33551302	-0.08931770	0.55356006	0.18659600	0.40570009	0.27280250	0.00484475	-0.15131937	-0.08330214
2024-10-11	-0.34334929	-0.08759621	0.53709147	0.18081407	0.39674858	0.26496937	0.01058181	-0.16033776	-0.08237001
2024-10-14	-0.35869321	-0.07791203	0.52993758	0.16366768	0.39247848	0.27052620	0.00751818	-0.15776255	-0.08449407
2024-10-15	-0.37413672	-0.06977568	0.51152469	0.15379123	0.38690716	0.28188069	0.01121172	-0.15633989	-0.09453444
2024-10-16	-0.37741389	-0.06784814	0.52115036	0.15103413	0.38189618	0.28361434	0.01094421	-0.15703061	-0.09334120
2024-10-17	-0.38188004	-0.06276324	0.52860667	0.15751500	0.39622973	0.27555170	0.01367183	-0.15558249	-0.08871048
2024-10-18	-0.38429378	-0.07812933	0.62001986	0.13563945	0.38480300	0.19883916	0.00590105	-0.17993828	-0.06839882
2024-10-21	-0.38247906	-0.07965643	0.62452181	0.13748703	0.38589845	0.18897547	0.00471665	-0.18200138	-0.06411353
2024-10-22	-0.37835370	-0.07654311	0.63493000	0.14608873	0.38826298	0.18619189	0.00516133	-0.18246739	-0.06342548
2024-10-23	-0.38427833	-0.08860832	0.64165624	0.14680514	0.39679447	0.20695167	0.00639094	-0.18399048	-0.07587552
2024-10-24	-0.39697642	0.02264831	0.59537271	0.08544735	0.41687079	0.15844143	0.00488638	-0.20716886	-0.09309580
2024-10-25	-0.40158247	0.01169089	0.61091985	0.14354293	0.40827639	0.14219975	0.00650529	-0.15814388	-0.08954147
2024-10-28	-0.39897736	0.01286159	0.59972879	0.14851835	0.40964751	0.14196540	0.00724159	-0.15363584	-0.08577142
2024-10-29	-0.39526147	0.02725277	0.59761330	0.14253545	0.39877341	0.13525239	0.00401661	-0.14706978	-0.08491336
2024-10-30	-0.39750377	0.05044783	0.30993472	0.15051571	0.41914712	0.07610953	0.02960433	-0.19110082	-0.04164225
2024-10-31	-0.39339671	0.05312714	0.31412160	0.15802912	0.42118138	0.08036749	0.02575439	-0.18015965	-0.03704952
2024-11-01	-0.39318934	0.04504548	0.24799819	0.07474910	0.40685307	0.07338882	0.02703085	-0.35683481	-0.03011574
2024-11-04	-0.40086602	0.04529324	0.24628651	0.09643974	0.37437739	0.05776732	0.02649836	-0.33124035	-0.03896626
2024-11-05	-0.38659020	0.04765532	0.24392520	0.11123063	0.41232928	0.03996283	0.02078106	-0.32294206	-0.03752836
2024-11-06	-0.40527363	-0.00879788	0.23482017	0.15633406	0.41589189	0.01139229	0.00642565	-0.28828622	-0.03168097
2024-11-07	-0.41096688	-0.00945695	0.23501235	0.16341034	0.41519846	0.00440708	0.00879123	-0.28441983	-0.02645372
2024-11-08	-0.39055890	0.05013982	0.26930301	0.17145585	0.39431026	0.01355275	0.00248569	-0.29004317	-0.04452161
2024-11-11	-0.39231593	0.04958331	0.26034056	0.18467161	0.39689341	0.00691663	0.00350808	-0.29173667	-0.04411451
2024-11-12	-0.41182387	0.04630298	0.26113613	0.19905340	0.42943473	0.00478270	0.00421568	-0.30018948	-0.04513846
2024-11-13	-0.41156322	0.05576646	0.23308377	0.20220554	0.44002981	0.00699045	0.00189981	-0.30074292	-0.03911431
2024-11-14	-0.41186577	0.06210753	0.23169685	0.20196954	0.44380307	0.00938977	-0.00136588	-0.30517274	-0.04331488
2024-11-15	-0.47009780	0.05744281	0.22679465	0.19576827	0.42721362	0.02913715	0.03628486	-0.33789012	-0.07265128
2024-11-18	-0.48413538	0.07386201	0.23211652	0.20145326	0.43828723	0.02356143	0.03801646	-0.35424926	-0.07655522
2024-11-19	-0.46071186	0.06665949	0.19805669	0.15405767	0.42587816	0.04222055	0.03309446	-0.31597462	-0.06297723
2024-11-20	-0.45859559	0.06455646	0.20256953	0.15357887	0.41327945	0.04430572	0.02799786	-0.31260911	-0.05857680
2024-11-21	-0.44148563	0.06762082	0.23290022	0.15410885	0.43326961	0.04581252	0.02773438	-0.28340337	-0.05159245
2024-11-22	-0.41648332	0.08209023	0.22741060	0.13868901	0.42345988	0.02136393	0.03674002	-0.25583127	-0.04158908
2024-11-25	-0.40016249	0.08400602	0.22756421	0.14072169	0.42866903	-0.01625923	0.03895191	-0.25641974	-0.03142527
2024-11-26	-0.39809920	0.06828774	0.33161818	0.17428370	0.45338320	0.00425607	0.03125676	-0.24655174	-0.03656666
2024-11-27	-0.36369513	0.08661629	0.34072894	0.10003656	0.48989546	0.03180699	0.02402992	-0.24659795	-0.05827209
2024-11-29	-0.36683482	0.06369154	0.20984310	0.11459581	0.48799859	0.01887815	0.02471213	-0.25173278	-0.04028164
2024-12-02	-0.34668822	0.05534072	0.15193312	0.08683436	0.43411788	0.02505020	0.03145853	-0.21675682	-0.04752058
2024-12-03	-0.34481196	0.05369950	0.17428971	0.07531167	0.43680871	0.03335347	0.03172850	-0.23617951	-0.04264472
2024-12-04	-0.35288851	0.05736942	0.19168901	0.09233661	0.41692051	0.01643380	0.03256654	-0.22286932	-0.03791667
2024-12-05	-0.35115585	0.05786771	0.18401927	0.07175709	0.40618346	0.01666386	0.03414823	-0.22699264	-0.04113479
2024-12-06	-0.34865055	0.06078571	0.17684883	0.07486230	0.40760290	0.01403982	0.03339115	-0.22718760	-0.04641258
2024-12-09	-0.34180470	0.05464684	0.16176419	0.07106423	0.39242826	0.00905100	0.03983126	-0.21674173	-0.04176557
2024-12-10	-0.35883089	0.06279480	0.14241503	0.05874778	0.36711279	-0.04164690	0.04388783	-0.22240086	-0.03616275
2024-12-11	-0.36487932	0.05997121	0.13088557	0.04834767	0.36263008	-0.04338268	0.04529996	-0.23073655	-0.04011285
2024-12-12	-0.44371591	0.04909236	0.11747850	0.07029079	0.34721309	-0.06473776	0.03677276	-0.18983655	-0.04394764
2024-12-13	-0.36809767	0.05815051	0.08595161	0.03555761	0.39307737	-0.12079646	0.03947820	-0.16363173	-0.05000975
2024-12-16	-0.32304731	0.05988648	0.07452107	0.02636722	0.31621811	-0.07657858	0.03491265	-0.10505260	-0.04043433
2024-12-17	-0.32696109	0.05304624	0.02000436	0.03709025	0.26027176	-0.10707717	0.03388656	-0.05947320	-0.03580492
2024-12-18	-0.32457834	0.05616368	0.02013396	0.04226020	0.25942036	-0.10404465	0.03464984	-0.06284709	-0.03627191
2024-12-19	-0.30796159	0.05714376	0.00418812	0.05740677	0.27176387	-0.13074550	0.03626837	-0.05530513	-0.03166127
2024-12-20	-0.30876074	0.05903861	0.01216096	0.04975739	0.24656171	-0.11464495	0.04150950	-0.06470314	-0.03558867
2024-12-23	-0.32279222	0.06365902	0.01993899	0.04320916	0.22626948	-0.05474772	0.04154967	-0.07631686	-0.04258859
2024-12-24	-0.32498056	0.06230931	0.01406976	0.04004506	0.22707642	-0.05462862	0.04304159	-0.06961116	-0.04126810
2024-12-26	-0.34780057	0.06296406	0.00628641	0.03703857	0.26456407	-0.04425910	0.04068758	-0.05009504	-0.04352086
2024-12-27	-0.34200429	0.06351844	0.00372219	0.04178076	0.26194039	-0.04797461	0.04025119	-0.04415616	-0.04344489
2024-12-30	-0.34219559	0.06515877	0.02009738	0.03860830	0.26286109	-0.05128859	0.03759263	-0.04001711	-0.04832263
2024-12-31	-0.34855941	0.07633989	0.02272826	0.05239829	0.26338842	-0.05055161	0.03745105	-0.05348125	-0.04497731
2025-01-02	-0.34682165	0.07359909	0.03419809	0.06695844	0.28783305	-0.04288382	0.03299719	-0.05824372	-0.04687950
2025-01-03	-0.37385305	0.07088571	0.04563041	0.05663479	0.30435439	-0.03572054	0.03472565	-0.06071258	-0.04473245
2025-01-06	-0.37123740	0.07053024	0.04446469	-0.01895189	0.38362640	-0.03209494	0.02098695	-0.04096195	-0.04514626
2025-01-07	-0.37464266	0.06742260	0.04060740	-0.01179239	0.37937284	-0.03241465	0.01981011	-0.04754851	-0.04816849
2025-01-08	-0.36882504	0.07359556	0.05054517	-0.01310868	0.37236985	-0.02705307	0.01755737	-0.04119770	-0.05486584
2025-01-10	-0.37892216	0.06828636	0.05063338	-0.00203136	0.40774885	-0.01517516	0.00980122	-0.02184549	-0.05090534
2025-01-13	-0.37843392	0.06923599	0.03838866	0.00188077	0.40351968	-0.01367626	0.01121645	-0.02492212	-0.04807041
2025-01-14	-0.36743345	0.08469870	0.02019624	-0.00675675	0.39731973	-0.01975024	0.01136576	-0.01880679	-0.04317487
2025-01-15	-0.36538532	0.08533117	0.04507938	0.00560586	0.38912067	-0.02189158	0.00166540	-0.00964952	-0.04851710
2025-01-16	-0.32336404	0.08410564	0.04674150	0.03477581	0.38009008	-0.01761954	-0.00602988	0.00342905	-0.02717525
2025-01-17	-0.32253007	0.08424420	0.05181052	0.02815506	0.37712405	-0.01720446	-0.00590972	0.00808313	-0.02689343
2025-01-21	-0.32113995	0.08503429	0.04162834	0.04012588	0.38357742	-0.01933939	-0.00685566	0.00498796	-0.02724180
2025-01-22	-0.32620184	0.07813583	0.03820241	0.02859849	0.35820880	-0.02675752	0.00287701	-0.01368791	-0.02883551
2025-01-23	-0.32186203	0.07665803	0.04859889	0.03594554	0.37790590	-0.02409283	0.00163490	-0.01149620	-0.01528288
2025-01-24	-0.32106094	0.08038267	0.02261752	0.05872625	0.40246024	-0.03413813	-0.00024440	-0.02432696	-0.00672771
2025-01-27	-0.31370868	0.11975525	0.08929673	0.06073143	0.47643725	0.02939071	0.00426633	-0.04195112	-0.08973901
2025-01-28	-0.30456935	0.11494366	0.15543466	0.11081968	0.55265781	-0.00187913	0.00522075	-0.04207702	-0.09726462
2025-01-29	-0.29328260	0.12465247	0.18230932	0.11935005	0.55898165	-0.01877826	-0.00011725	-0.04828969	-0.11259365
2025-01-30	-0.27866943	0.06749226	0.19518279	0.13734802	0.60197430	-0.02313451	0.00840290	-0.07082704	-0.05468579
2025-01-31	-0.29145637	0.07341951	0.19411251	0.13098954	0.58652707	-0.03398422	0.00586498	-0.00694613	-0.06170547
2025-02-03	-0.29197300	0.07119444	0.20306904	0.12988881	0.58830175	-0.03226553	0.00817279	-0.00728557	-0.05624129
2025-02-04	-0.29574310	0.06698201	0.19402995	0.02687420	0.55828661	-0.02787722	0.01791582	-0.06719720	-0.04849887
2025-02-05	-0.30237584	0.04509124	0.19118107	0.02299633	0.56524220	-0.01979568	0.01806988	-0.06947741	-0.02621872
2025-02-06	-0.30180134	0.05276735	0.19475223	0.01914019	0.57250033	-0.01699992	0.01538283	-0.06851951	-0.02705034
2025-02-07	-0.30154481	0.05655813	0.16627261	0.00973835	0.58308285	-0.02125212	0.01928548	-0.07317398	-0.02098314
2025-02-10	-0.28109923	0.04974172	0.19501573	0.00439336	0.58724111	-0.02071701	0.01481931	-0.04976557	-0.01697063
2025-02-11	-0.28528858	0.05935069	0.20442094	-0.02775085	0.60144239	-0.02393943	0.01192186	-0.04608279	-0.02219732
2025-02-12	-0.29299566	0.07003003	0.20369810	-0.08519401	0.62208312	-0.01518470	0.00318402	-0.04151111	-0.02772361
2025-02-13	-0.28585784	0.06938581	0.22395775	-0.10692957	0.60423973	-0.01528852	0.00430536	-0.03100069	-0.02838634
2025-02-14	-0.28682872	0.06963026	0.22225979	-0.10270191	0.60059790	-0.01308050	0.00084414	-0.03220067	-0.02819425
2025-02-18	-0.28338782	0.06401875	0.24094898	-0.02389026	0.62146799	-0.01565438	0.01117660	-0.03705807	-0.02978848
2025-02-19	-0.27876272	0.06610056	0.23877661	-0.00582394	0.62455349	-0.01452543	0.01156621	-0.02193909	-0.02951356
2025-02-20	-0.27587955	0.06416898	0.22687487	-0.01014966	0.61358452	-0.01040185	0.01003688	-0.01695192	-0.03065671
2025-02-21	-0.27772472	0.06782961	0.23115226	-0.01977665	0.61769462	-0.00993884	0.01086469	-0.02938051	-0.02593132
2025-02-24	-0.27726369	0.06766817	0.23847229	-0.00290093	0.61494987	-0.01078267	0.00984623	-0.03642587	-0.03047680
2025-02-25	-0.28156850	0.06586064	0.23927546	0.01354053	0.61122143	-0.00709218	0.01118928	-0.04309048	-0.03301572
2025-02-26	-0.28101484	0.06716912	0.24438902	0.01777757	0.60075541	-0.00741710	0.01465367	-0.03732682	-0.03669518
2025-02-27	-0.27772563	0.07331731	0.26419286	0.01011721	0.59530662	-0.00789935	0.01438025	-0.00728268	-0.04096690
2025-02-28	-0.27471332	0.07568945	0.27427355	0.00835069	0.58914375	-0.00849994	0.01436235	-0.00825547	-0.04205723
2025-03-03	-0.28509030	0.07584664	0.29484313	0.00981451	0.57685532	0.00073296	0.01684816	0.00349861	-0.04553202
2025-03-04	-0.30592295	0.07669454	0.29255156	-0.02241109	0.57135325	0.01044605	0.00719788	-0.01586813	-0.04370748
2025-03-05	-0.30637015	0.07639684	0.28588658	-0.05499692	0.57596396	0.01243493	0.00782134	-0.01027753	-0.04386148
2025-03-06	-0.32293643	0.07546347	0.27470681	-0.05135478	0.58751969	0.01484086	0.00769613	0.01393390	-0.03258305
2025-03-07	-0.31628552	0.07423196	0.25214969	-0.07316976	0.59472855	0.00513260	0.01255308	-0.00983890	-0.02938940
2025-03-10	-0.31939332	0.07512509	0.25731219	-0.06676779	0.59550501	0.01190102	0.01319810	-0.02085927	-0.02883290
2025-03-11	-0.30869257	0.08886652	0.25006026	-0.05140386	0.60891717	0.01080131	0.00994828	-0.00214955	-0.04494070
2025-03-12	-0.31838976	0.08620324	0.23084585	-0.04278323	0.63199378	0.00865267	0.01576869	0.03501647	-0.04450522
2025-03-13	-0.34027286	0.08604830	0.22614325	-0.02672859	0.62607671	0.00938609	0.02006643	0.01707320	-0.04478491
2025-03-14	-0.34243953	0.08577831	0.22271061	-0.02444680	0.62349661	0.01072443	0.01980367	0.01626092	-0.04445000
2025-03-17	-0.33854574	0.08232281	0.23020650	-0.00567598	0.61429928	0.00293547	0.01598149	0.01155819	-0.04260159
